X,Y
25.28,2
25.28,2
25.28,2
25.28,2
25.28,2
25.28,2
25.28,2
25.28,2
25.28,2
25.28,2
25.28,2
25.28,2
25.28,2
25.28,2
25.28,2
